drugname,ADR_Count,indi_pt,Severe_Outcome_Rate,ADR_Rate
DOBUTAMINE HYDROCHLORIDE IN DEXTROSE,2,"STRESS ECHOCARDIOGRAPHY, INTENTIONAL USE FOR UNLABELED INDICATION",0.0,3.6928555984521763e-07
CANASA,2,ULCERATIVE PROCTITIS,0.0,3.6928555984521763e-07
CANDIDA ALBICANS,2,IMMUNOSUPPRESSANT DRUG THERAPY,0.0,3.6928555984521763e-07
"CANESTEN 1 COMFORTAB COMBI-PAK,CANESTEN COMFORTAB COMBI-PAK 1",2,,0.0,3.6928555984521763e-07
CANESTEN 200 MG PESSARY,2,,0.0,3.6928555984521763e-07
CANESTEN 500MG VAGINAL PESSARY,2,,0.0,3.6928555984521763e-07
TEMODAR 200MG/M2,2,"GLIOSARCOMA, ANAPLASTIC ASTROCYTOMA",0.0,3.6928555984521763e-07
DR. SCHOLL'S FUNGAL NAIL REVITALIZER SYSTEM,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
DOLUTEGRAVIR,2,HIV INFECTION,0.0,3.6928555984521763e-07
DORYX,2,,0.0,3.6928555984521763e-07
CAMPHOR (NATURAL)\MENTHOL\METHYL SALICYLATE.,2,"MUSCLE DISORDER, PAIN MANAGEMENT",0.0,3.6928555984521763e-07
CALCIUM CHLORIDE\MAGNESIUM CHLORIDE\POTASSIUM CHLORIDE\SODIUM ACETATE\SODIUM CHLORIDE\SODIUM CITRATE,2,INTRAOCULAR LENS IMPLANT,0.0,3.6928555984521763e-07
DR. SCHOLL'S BLISTER DEFENSE ANTI-FRICTION STICK,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
DR. SCHOLL'S CLEAR AWAY ONE STEP WART REMOVERS,2,"SKIN PAPILLOMA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
CARBAMAZEPINE 200 MG APOTEX,2,EPILEPSY,0.0,3.6928555984521763e-07
CARBIDOPA AND LEVODOPA EXTENDED RELEASE,2,PARKINSON'S DISEASE,0.0,3.6928555984521763e-07
NICORETTE MENTHOLMINT,2,SMOKING CESSATION THERAPY,0.0,3.6928555984521763e-07
NICORETTE MINT GUM 4MG,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
AMOKSIKLAV,2,CYSTITIS,0.0,3.6928555984521763e-07
ISOKET,2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
KETORALAC,2,,0.0,3.6928555984521763e-07
JURNISTA,2,BACK PAIN,0.0,3.6928555984521763e-07
JUVEDERM ULTRA,2,LIP OPERATION,0.0,3.6928555984521763e-07
NICORETTE 2 MG GUM ORIGINAL,2,SMOKING CESSATION THERAPY,0.0,3.6928555984521763e-07
NICOTINE POLACRILEX GUM 2 MG MINT,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
NIGHTTIME MIXED BRY 872,2,INTENTIONAL OVERDOSE,0.0,3.6928555984521763e-07
IRINOTECA CLORIDRATO,2,"RECTAL CANCER, AUTOIMMUNE THYROIDITIS",0.0,3.6928555984521763e-07
IRINOTECAN IV,2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
"ISOCEF (CEFTIBUTEN) CAPSULE, 400MG",2,PHARYNGITIS,0.0,3.6928555984521763e-07
ISOFLURAN BAXTER,2,"GENERAL ANESTHESIA, MUSCLE RELAXANT",1.0,3.6928555984521763e-07
ISOVUE,2,,0.0,3.6928555984521763e-07
NICORETTE TX PFLASTER,2,SMOKING CESSATION THERAPY,0.0,3.6928555984521763e-07
PURITAN,2,"NEUROPATHY, PROPHYLAXIS",0.0,3.6928555984521763e-07
PYRIDOXINE HYDROCHLORIDE,2,ERYTHEMA INDURATUM,0.0,3.6928555984521763e-07
RANITIC,2,GASTRITIS,0.0,3.6928555984521763e-07
DOXYCYCLINE (UNKNOWN),2,ACNE,0.0,3.6928555984521763e-07
DYNACIRC CR,2,HYPERTENSION,0.0,3.6928555984521763e-07
E7389 BOLD,2,SOLID TUMOR,0.0,3.6928555984521763e-07
DUOTRAV OPHTHALMIC SOLUTION (DUO-TRAVATAN),2,,1.0,3.6928555984521763e-07
DUPHALAC SYRUP,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
QUININE,2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
RAGADENOSON,2,,0.0,3.6928555984521763e-07
RALTEGRAVIR,2,HIV INFECTION,0.0,3.6928555984521763e-07
RAMIPRIL-ZENTIVA,2,"HYPERTENSION, ANTIPLATELET THERAPY",0.0,3.6928555984521763e-07
TEMOZOLOMIDA,2,BRAIN OEDEMA,0.0,3.6928555984521763e-07
BYETTA 10MCG AMYLIN,2,TYPE II DIABETES MELLITUS,0.0,3.6928555984521763e-07
CABAZETAXEL,2,ESOPHAGEAL CANCER,0.0,3.6928555984521763e-07
DRAMAMINE,2,DRUG ABUSE,0.0,3.6928555984521763e-07
DROSPIRENONE + ETHINYLESTRADIOL 30?G,2,,0.0,3.6928555984521763e-07
AMOXICILLIN CLAVULANATE,2,"PYELONEPHRITIS, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
AMOXICILLIN SODIUM,2,EAR INFECTION,0.0,3.6928555984521763e-07
AMOXICILLIN+CLAVULANATE,2,TOOTH ABSCESS,0.0,3.6928555984521763e-07
AMPHETAMINE 120MG DAILY,2,,0.0,3.6928555984521763e-07
VICTRELIS 200MG MERCK,2,HEPATITIS C,0.0,3.6928555984521763e-07
VIOXX,2,,0.0,3.6928555984521763e-07
INTAL,2,ASTHMA,0.0,3.6928555984521763e-07
NIPENT,2,CHRONIC LYMPHOCYTIC LEUKEMIA,0.0,3.6928555984521763e-07
NIQUITIN 21MG,2,SMOKING CESSATION THERAPY,0.0,3.6928555984521763e-07
NO DRUG ADMINISTERED,2,PRODUCT USED FOR UNKNOWN INDICATION,1.0,3.6928555984521763e-07
IODOFORM,2,,0.0,3.6928555984521763e-07
IOPROMIDE 370,2,"CARDIAC IMAGING PROCEDURE, CORONARY ARTERY DISEASE",0.0,3.6928555984521763e-07
NORGESTRELETHINYL ESTRADIOLPLACEBO,2,CONTRACEPTION,0.0,3.6928555984521763e-07
ANASTROHEXAL,2,BREAST CANCER,0.0,3.6928555984521763e-07
VESICARE (SOLIFENACIN),2,URINARY INCONTINENCE,0.0,3.6928555984521763e-07
VICODIN HP,2,"PRODUCT USED FOR UNKNOWN INDICATION, DEPRESSION",0.0,3.6928555984521763e-07
VICODIN HP 10 MG/660 MG,2,PAIN,0.0,3.6928555984521763e-07
THERATEARS LUBRICANT,2,DRY EYES,0.0,3.6928555984521763e-07
THIMAZOLE,2,,0.0,3.6928555984521763e-07
THIOTHIXENE,2,"ANXIETY, DEPRESSION",0.0,3.6928555984521763e-07
THYRONORM,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
BUDESONIDE/FORMOTEROL,2,COPD,0.0,3.6928555984521763e-07
EDEX,2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
BUTALBITAL ACETAMINOPHEN AND CAFFEINE,2,HEADACHE,0.0,3.6928555984521763e-07
THERAFLU MAX-D SEVERE COLD & FLU,2,PNEUMONIA,0.0,3.6928555984521763e-07
THERAFLU SUGAR FREE NIGHTIME SEVERE COLD AND COUGH,2,INFLUENZA,0.0,3.6928555984521763e-07
ELOCOM,2,,0.0,3.6928555984521763e-07
PROVIN,2,PAIN,0.0,3.6928555984521763e-07
PROZAC (FLUOXETINE HYDROCHLORIDE),2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
CALCIUM & VITAMIN D,2,,0.0,3.6928555984521763e-07
TERCONAZOLE VAGINAL CREAM 0.8%,2,VULVOVAGINAL MYCOTIC INFECTION,0.0,3.6928555984521763e-07
TERRA-CORTRIL,2,INFECTION,0.0,3.6928555984521763e-07
TESTOSTERONE CIPIONATE,2,,0.0,3.6928555984521763e-07
TESTOSTERONE CYPIONATE (WATSON LABORATORIES),2,"PRODUCT USED FOR UNKNOWN INDICATION, BLOOD TESTOSTERONE DECREASED",0.0,3.6928555984521763e-07
BUPROVIL,2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
INDACIN I.V.,2,PROPHYLAXIS,0.0,3.6928555984521763e-07
NOSTRILLA,2,SINUS CONGESTION,0.0,3.6928555984521763e-07
NOVALGIN,2,"PAIN, THROMBOSIS PROPHYLAXIS",0.0,3.6928555984521763e-07
IBUTILIDE,2,ATRIAL FIBRILLATION,0.0,3.6928555984521763e-07
AMPICILLIN SODIUM\SULBACTAM SODIUM,2,RESPIRATORY TRACT INFECTION,0.0,3.6928555984521763e-07
AMPICILLIN/SULBACT,2,ANTIBIOTIC THERAPY,0.0,3.6928555984521763e-07
IBOGAINE,2,,1.0,3.6928555984521763e-07
INDAPAMID,2,,0.0,3.6928555984521763e-07
INDAPAMIDE\PERINDOPRIL,2,,0.0,3.6928555984521763e-07
IMMUNE GLOBULIN INTRAVENOUS (HUMAN) 5% SOLVENT/DETERGENT TREATED,2,,0.0,3.6928555984521763e-07
IMOGAM RABIES,2,,0.0,3.6928555984521763e-07
ICY/HOT,2,PAIN,0.0,3.6928555984521763e-07
IMIPENEM (+) CILASTATIN SODIUM,2,"SEPSIS, PNEUMONIA",0.0,3.6928555984521763e-07
NU-LOTAN TABLETS 100MG,2,CARDIAC FAILURE,0.0,3.6928555984521763e-07
HYPERHEP  B,2,,0.0,3.6928555984521763e-07
ANTAK,2,SUICIDE ATTEMPT,0.0,3.6928555984521763e-07
ANTIHEMOPHILIC FACTOR (RECOMBINANT),2,,0.0,3.6928555984521763e-07
VERAHEXAL,2,HYPERTENSION,0.0,3.6928555984521763e-07
VERAMYST,2,"MULTIPLE ALLERGIES, ALLERGIC RHINITIS",0.0,3.6928555984521763e-07
PROPOXYPHENE HYDROCHLORIDE,2,"ANALGESIA, PAIN MANAGEMENT",1.0,3.6928555984521763e-07
EPROSARTAN MESYLATE,2,BLOOD PRESSURE INCREASED,0.0,3.6928555984521763e-07
ENBREL 50 MG/ML IMMUNEX,2,RHEUMATOID ARTHRITIS,0.0,3.6928555984521763e-07
ENBREL AMGEN AND PFIZER,2,,0.0,3.6928555984521763e-07
PROLIA 60 MG SQ EVERY 6 MONTHS AMGEN,2,OSTEOPOROSIS,0.0,3.6928555984521763e-07
PROMETHAZINE WITH CODEINE,2,,0.0,3.6928555984521763e-07
PROPOFOL FRESENIUS,2,"GENERAL ANAESTHESIA, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
PROPYLENE GLYCOL,2,,0.0,3.6928555984521763e-07
PROTAPHANE,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
ELECTROLYTES NOS,2,"CHEMOTHERAPY, NUTRITIONAL SUPPORT",1.0,3.6928555984521763e-07
EPINEPHRINE\LIDOCAINE HYDROCHLORIDE,2,PAIN,0.0,3.6928555984521763e-07
ENBREL 25MG VIALS AMGEN,2,RHEUMATOID ARTHRITIS,0.0,3.6928555984521763e-07
ENBREL 50 MG AMGEN,2,RHEUMATOID ARTHRITIS,0.0,3.6928555984521763e-07
ENALAPRIL 1A PHARMA,2,,0.0,3.6928555984521763e-07
ENALAPRIL MALEATE (UNKNOWN),2,"HYPERTENSION, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
ENALAPRIL TABLETS,2,,0.0,3.6928555984521763e-07
ARCAPTA (INDACATEROL) UNKNOWN,2,,0.0,3.6928555984521763e-07
ANDROGEL PUMP,2,BLOOD TESTOSTERONE DECREASED,0.0,3.6928555984521763e-07
ANGE-28,2,"CONTRACEPTION, DYSMENORRHOEA",0.0,3.6928555984521763e-07
ANGELIQ,2,,0.0,3.6928555984521763e-07
HYDROMORPHONE 2 MG/1 ML,2,,0.0,3.6928555984521763e-07
HYDROXYPROPYL METHYLCELLULOSE 100,2,"MACULAR DEGENERATION, DRY EYE",0.0,3.6928555984521763e-07
HYLAND'S BABY COUGH SYRUP,2,COUGH,0.0,3.6928555984521763e-07
HYLAND'S BIOPLASMA,2,,0.0,3.6928555984521763e-07
HYDROCODONE BITARTRATE/ACETAMINOPHE   N 10/500 (WATSON LABORATORIES),2,PAIN,0.0,3.6928555984521763e-07
HYDROCORTISONE ACETATE,2,HAEMORRHOIDS,0.0,3.6928555984521763e-07
OCTINOXATE\OCTISALATE\ZINC OXIDE,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
HYLANDS BABY COUGH SYRUP,2,COUGH SUPPRESSION,0.0,3.6928555984521763e-07
HYLANDS BABY TEETHING TABLETS,2,TEETHING,0.5,3.6928555984521763e-07
"OLICLINOMEL N7-1000, EMULSION FOR INFUSION",2,PARENTERAL NUTRITION,1.0,3.6928555984521763e-07
OLMESARTAN\HYDROCHLOROTHIAZIDE,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
ESCALITALOPRAM 10 MG TEVA,2,DYSTHYMIA,0.0,3.6928555984521763e-07
BRONCHODUAL,2,CHRONIC OBSTRUCTIVE PULMONARY DISEASE,0.0,3.6928555984521763e-07
BSS PLUS,2,INTRAOCULAR LENS IMPLANT,0.0,3.6928555984521763e-07
BLINDED STUDY MEDICATION,2,INFERTILITY,0.0,3.6928555984521763e-07
BOCOUTURE,2,,0.0,3.6928555984521763e-07
BONALON BAG,2,OSTEOPOROSIS,0.0,3.6928555984521763e-07
PRIMAQUINE PHOSPHATE,2,VIVAX MALARIA (BENIGN TERTIAN),0.0,3.6928555984521763e-07
ERY-TAB,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
BRICANYL,2,ASTHMATIC,0.0,3.6928555984521763e-07
BRISPLATIN,2,HEPATIC NEOPLASM MALIGNANT,0.0,3.6928555984521763e-07
ESTRIOL,2,ATROPHIC VULVOVAGINITIS,0.0,3.6928555984521763e-07
ESTROGEL,2,,0.0,3.6928555984521763e-07
ETHINYLESTRADIOL/NORETHINDRONE,2,CONTRACEPTION,0.5,3.6928555984521763e-07
PREVACID SOLUTAB,2,"GASTROESOPHAGEAL REFLUX, OTITIS MEDIA",0.0,3.6928555984521763e-07
PROLEA,2,BONE DISORDER,0.0,3.6928555984521763e-07
BUPIVACAINE HYDROCHLORIDE AND EPINEPHRINE BITARTRATE,2,,0.0,3.6928555984521763e-07
BUPRON,2,,0.0,3.6928555984521763e-07
TIMOLOL MALEATE (TIMOLOL MALEATE),2,GLAUCOMA,0.0,3.6928555984521763e-07
VANCOMYCIN (NO PREF. NAME),2,,0.0,3.6928555984521763e-07
VANCOMYSIN,2,SEPSIS,0.0,3.6928555984521763e-07
VASOMET,2,PRODUCT USED FOR UNKNOWN INDICATION,1.0,3.6928555984521763e-07
VASOMET 0.25,2,PRODUCT USED FOR UNKNOWN INDICATION,1.0,3.6928555984521763e-07
APO-RANITIDINE,2,DRUG USE FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
APRI,2,,0.0,3.6928555984521763e-07
HOMEOPATHIC LYMPHATIC CLEAR FORMULA 300MG BOTANIC CHOICE,2,,0.0,3.6928555984521763e-07
ASPIRIN/DIPYRIDAMOLE,2,CEREBROVASCULAR ACCIDENT PROPHYLAXIS,0.0,3.6928555984521763e-07
ARTHRITIS,2,ARTHRITIS,0.0,3.6928555984521763e-07
"ASA, ASPIRIN",2,"ACUTE CORONARY SYNDROME, ANTIPLATELET THERAPY",0.0,3.6928555984521763e-07
HYALURONIC ACID,2,"GAIT DISTURBANCE, PAIN",0.0,3.6928555984521763e-07
ONE A DAY MEN'S,2,MYOCARDIAL INFARCT PROPHYLAXIS,0.0,3.6928555984521763e-07
VALSARTAN/HYDROCHLOROTHIAZIDE,2,,0.0,3.6928555984521763e-07
HYDROCORTISONE\MICONAZOLE,2,LIMB DISCOMFORT,0.0,3.6928555984521763e-07
HUMIRA VIAL,2,RHEUMATOID ARTHRITIS,1.0,3.6928555984521763e-07
HUMULIN 50/50,2,DIABETES MELLITUS,0.0,3.6928555984521763e-07
BICARBONATE ION\CALCIUM\MAGNESIUM\POTASSIUM CATION\SODIUM,2,"CONTINUOUS AMBULATORY PERITONEAL DIALYSIS, DRUG USE FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
BILTRICIDE,2,"UNEVALUABLE EVENT, CHRONIC PAIN",0.0,3.6928555984521763e-07
BIOCLAVID,2,INFECTION,0.0,3.6928555984521763e-07
"TOPIRAMATE, 25MG, TEVA",2,SEIZURES,0.0,3.6928555984521763e-07
TOPOMAX,2,,0.0,3.6928555984521763e-07
TOPROL XL TABLETS,2,,0.0,3.6928555984521763e-07
"BICARBONATE ION\CALCIUM\GLUCOSE, LIQUID\MAGNESIUM CHLORIDE\POTASSIUM CATION\SODIUM",2,"CONTINUOUS AMBULATORY PERITONEAL DIALYSIS, DRUG USE FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
ETHYOL,2,,1.0,3.6928555984521763e-07
PREPARATION H HEMORRHOIDAL SUPPOSITORIES,2,"HEMORRHOIDS, RECTAL DISORDER",0.0,3.6928555984521763e-07
"ESTRADIOL TRANSDERMAL SYSTEM, USP",2,HORMONE REPLACEMENT THERAPY,0.0,3.6928555984521763e-07
ESTRADIOL\LEVONORGESTREL,2,CONTRACEPTION,0.0,3.6928555984521763e-07
"BOSULIF, 500 MG, PFIZER",2,,0.0,3.6928555984521763e-07
TOLNAFTATE ANTIFUNGAL,2,ONYCHOMYCOSIS,0.0,3.6928555984521763e-07
TOLTERODIN PFIZER,2,,0.0,3.6928555984521763e-07
EXFORGE 5/??/150 EXFORGE,2,BLOOD PRESSURE HIGH,0.0,3.6928555984521763e-07
HEPALEAN LOK,2,,0.0,3.6928555984521763e-07
HEPARIN LOCK FLUSH,2,,0.0,3.6928555984521763e-07
ASPIRINETAS,2,CARDIOVASCULAR EVENT PROPHYLAXIS,0.0,3.6928555984521763e-07
ASPIRIN\DIPYRIDAMOLE,2,CEREBROVASCULAR ACCIDENT PROPHYLAXIS,0.0,3.6928555984521763e-07
ATENOLOL\CHLORTHALIDONE,2,BLOOD PRESSURE,0.0,3.6928555984521763e-07
ATORVASTATIN (ATORVASTATIN),2,NIDDM,0.0,3.6928555984521763e-07
VALACICLOVIR HYDROCHLORIDE,2,,0.0,3.6928555984521763e-07
HUMAN CHORIONIC GONADOTROPIN,2,,0.0,3.6928555984521763e-07
HUMIRA 40 MG/ 0.8 ML PEN,2,,0.0,3.6928555984521763e-07
"OPC-41061 (TOLVAPTAN) TABLET, 30MG MILLIGRAM(S)",2,"POLYCYSTIC KIDNEY, AUTOSOMAL DOMINANT",0.0,3.6928555984521763e-07
OPTRUMA,2,,0.0,3.6928555984521763e-07
HEAD AND SHOULDER SHAMPOO,2,,0.0,3.6928555984521763e-07
HEXADROL,2,BLOOD CORTISOL INCREASED,0.0,3.6928555984521763e-07
OVIDREL,2,IN VITRO FERTILISATION,0.0,3.6928555984521763e-07
GYNO-CANESTEN,2,,0.0,3.6928555984521763e-07
UNISOM,2,SLEEP DISORDER,0.0,3.6928555984521763e-07
UNKNOWN DRUG,2,,0.5,3.6928555984521763e-07
UNKNOWN PRODUCT,2,NEOPLASM MALIGNANT,0.0,3.6928555984521763e-07
TRAMADOL HYDROCHLORIDE EXTENDED RELEASE,2,PAIN MANAGEMENT,0.0,3.6928555984521763e-07
FAZACLO ODT CLOZAPINE,2,,0.0,3.6928555984521763e-07
PLEGISOL,2,"CARDIAC OPERATION, TETRALOGY OF FALLOT REPAIR",0.0,3.6928555984521763e-07
POLYETHYLENE GLYCOL 1000\PROPYLENE GLYCOL,2,DRY EYE,0.0,3.6928555984521763e-07
POTASSIUM CHLORIDE IN SODIUM CHLORIDE,2,FLUID REPLACEMENT,0.0,3.6928555984521763e-07
POTASSIUM CITRATE,2,,0.0,3.6928555984521763e-07
POTASSIUM DICHROMATE,2,,0.0,3.6928555984521763e-07
PPROPOXYPHENE HYDROCHLORIDE AND ACETAMINOPHEN,2,"ANALGESIA, PAIN MANAGEMENT",1.0,3.6928555984521763e-07
PRADAZAQ,2,AFIB,0.0,3.6928555984521763e-07
PRAZIQUANTEL,2,"SCHISTOSOMA MANSONI INFECTION, ANTICOAGULANT THERAPY",0.0,3.6928555984521763e-07
EXCEDRIN SINUS HEADACHE,2,SINUS HEADACHE,0.0,3.6928555984521763e-07
EYE DROPS,2,,0.0,3.6928555984521763e-07
EYLEA (AFLIBERCEPT)(INJECTION)(AFLIBERCEPT),2,CENTRAL RETINAL VEIN OCCLUSION,0.0,3.6928555984521763e-07
EYLEA 2MG -0.05ML- REGENERON,2,"WET MACULAR DEGENERATION, CENTRAL RETINAL VEIN OCCLUSION",0.0,3.6928555984521763e-07
EYLEA(AFLIBERCEPT)(INJECTION)(AFLIBERCEPT),2,,0.0,3.6928555984521763e-07
OXYCODONE / ACETAMINOPHEN,2,,0.0,3.6928555984521763e-07
GLUCOSIO,2,TOTAL PARENTERAL NUTRITION,0.0,3.6928555984521763e-07
ATORVASTATIN 50 MG RANBAXY,2,"BLOOD CHOLESTEROL INCREASED, CORONARY ARTERY DISEASE",0.0,3.6928555984521763e-07
ATROVENT INHALER CFC-FREE,2,,0.0,3.6928555984521763e-07
AUGMENTIN '250',2,,0.0,3.6928555984521763e-07
GLUCAGON,2,,0.0,3.6928555984521763e-07
GLUCOBAY 100 TABLET 100 MG,2,,0.0,3.6928555984521763e-07
HAWAIIAN TROPIC,2,"SUNBURN PROPHYLAXIS, PROPHYLAXIS",0.0,3.6928555984521763e-07
HCG,2,OBESITY,0.0,3.6928555984521763e-07
OXALIPLATIN 5MG/ML CONCENTRATE FOR SOLUTION FOR INFUSION (OXALIPLATIN),2,COLON CANCER,0.0,3.6928555984521763e-07
GOODY'S POWDER,2,,0.0,3.6928555984521763e-07
OXYNEO 80 MG,2,PRODUCT USED FOR UNKNOWN INDICATION,0.5,3.6928555984521763e-07
GEODON 40MG,2,,0.0,3.6928555984521763e-07
AVOBENZONE\HOMOSALATE\OCTINOXATE\OCTOCRYLENE,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
TYLENOL ARTHRITIS PAIN EXTENDED RELIEF,2,"ARTHRITIS, PRODUCT USED FOR UNKNOWN INDICATION",0.0,3.6928555984521763e-07
TYLENOL SINUS CONGESTION & PAIN DAYTIME NO COOL BURST,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
PHENYLEPHRINE\TROPICAMIDE,2,PUPIL DILATION PROCEDURE,0.0,3.6928555984521763e-07
PHENYTOIN ER,2,EPILEPSY,0.0,3.6928555984521763e-07
PHILLIPS' MILK OF MAGNESIA LIQUID ORIGINAL,2,CONSTIPATION,0.0,3.6928555984521763e-07
BENYLIN DM,2,MALAISE,0.0,3.6928555984521763e-07
BENZALKONIUM CHLORIDE,2,THERAPEUTIC SKIN CARE TOPICAL,0.0,3.6928555984521763e-07
BCG VACCINE USP,2,PROPHYLAXIS,0.0,3.6928555984521763e-07
FLAVOXATE HYDROCHLORIDE,2,LOWER URINARY TRACT SYMPTOMS,0.0,3.6928555984521763e-07
FLONASE FLONASE,2,,0.0,3.6928555984521763e-07
PIPERACILLIN W/TAZOBACTAM          /01606301/,2,ANTIBIOTIC THERAPY,0.0,3.6928555984521763e-07
FELODIPINE ER,2,BLOOD PRESSURE ABNORMAL,0.0,3.6928555984521763e-07
"FENTANYL CITRATE, BUPIVACAINE HCL",2,,0.0,3.6928555984521763e-07
BENEFIBRA,2,,0.0,3.6928555984521763e-07
FIRE ANT,2,INSECT STING ALLERGY,0.0,3.6928555984521763e-07
PIOGLITAZONE 15MG AMYLIN PHARMACEUTICALS,2,TYPE II DIABETES MELLITUS,0.0,3.6928555984521763e-07
GAS-X PREVENTION,2,IRRITABLE BOWEL SYNDROME,0.0,3.6928555984521763e-07
AVEENO POSITIVELY AGELESS COMPLETE,2,DRY SKIN MOISTURIZING,0.0,3.6928555984521763e-07
AVLOCARDYL,2,,0.0,3.6928555984521763e-07
GENERIC REQUIP,2,,0.0,3.6928555984521763e-07
GENTAMICIN SULFATE (UNKNOWN),2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
PACLITAXEL(PACLITAXEL),2,BREAST CANCER,0.0,3.6928555984521763e-07
PALONOSETRON HYDROCHLORIDE,2,POSTOPERATIVE NAUSEA,0.0,3.6928555984521763e-07
AXID AR,2,VOMITING,0.0,3.6928555984521763e-07
AZELASTINE HCL NASAL,2,,0.0,3.6928555984521763e-07
GENERIC ADDLERALL XR 20 MG,2,ADHD,0.0,3.6928555984521763e-07
BALZIVA,2,BIRTH CONTROL,0.0,3.6928555984521763e-07
TUMS,2,DYSPEPSIA,0.0,3.6928555984521763e-07
TYKERB 250 MG GLAXOSMITHKLEIN,2,,0.0,3.6928555984521763e-07
BANANA BOAT SPORT SPF 30,2,,0.0,3.6928555984521763e-07
TRIAMINIC SOFTCHEWS UNKNOWN,2,OROPHARYNGEAL PAIN,0.0,3.6928555984521763e-07
TRIAMTERENE/HCTZ,2,"BLOOD PRESSURE HIGH, DIABETES MELLITUS",0.0,3.6928555984521763e-07
FLAGYL /00012501/ (FLAGYL (METRONIDAZOLE)) 500 MG (NOT SPECIFIED),2,,0.0,3.6928555984521763e-07
FLUROURACIL,2,SQUAMOUS CELL CARCINOMA,0.0,3.6928555984521763e-07
FLUSONAL,2,"EMPHYSEMA, THROMBOANGIITIS OBLITERANS",0.0,3.6928555984521763e-07
FLUTIDE DISKUS,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
PERDOLAN,2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
PERGONAL,2,OVULATION INDUCTION,0.0,3.6928555984521763e-07
TRAZADONE,2,"PRODUCT USED FOR UNKNOWN INDICATION, SLEEP DISORDER",0.0,3.6928555984521763e-07
TREPROSTINIL SODIUM,2,PRIMARY PULMONARY HYPERTENSION,1.0,3.6928555984521763e-07
GADOVIST 1.0 MMOL/ML SOLUTION FOR INJECTION,2,GASTROINTESTINAL SCAN,0.0,3.6928555984521763e-07
PARACETAMOL (PARACETAMOL),2,PRODUCT USED FOR UNKNOWN INDICATION,0.0,3.6928555984521763e-07
PARACETAMOLCODEINE,2,EXPOSURE DURING BREAST FEEDING,0.0,3.6928555984521763e-07
FOSPHENYTOIN,2,,0.0,3.6928555984521763e-07
PEG 3350,2,COLONOSCOPY,0.0,3.6928555984521763e-07
PEG-3350 AND ELECTROLYTES,2,COLONOSCOPY,0.0,3.6928555984521763e-07
PEG-ASPARAGINASE,2,"PREVENTION, RIGORS",0.0,3.6928555984521763e-07
PEGAPTANIB SODIUM,2,DIABETIC RETINAL OEDEMA,0.5,3.6928555984521763e-07
GASTROGRAFIN,2,,0.0,3.6928555984521763e-07
GEMCITABINA TEVA,2,"PANCREATIC CARCINOMA, PREMEDICATION",0.0,3.6928555984521763e-07
FUSILEV,2,PRODUCT USED FOR UNKNOWN INDICATION,1.0,3.6928555984521763e-07
FOLFOX-6,2,COLON CANCER,0.0,3.6928555984521763e-07
FORANE,2,BRONCHOSPASM,0.0,3.6928555984521763e-07
FORTAMET,2,DIABETES,0.0,3.6928555984521763e-07
FOSAMAX 70MG,2,,0.0,3.6928555984521763e-07
TRIMEPRAZINE,2,TOXICITY TO VARIOUS AGENTS,0.0,3.6928555984521763e-07
BACITRACIN ZINC\NEOMYCIN SULFATE\POLYMYXIN B SULFATE\PRAMOXINE HYDROCHLORIDE,2,,0.0,3.6928555984521763e-07
